lat	lon	title	description	icon	iconSize	iconOffset
51.708298 	 8.771188 	 Gownsmen's Pub 	 <span>Special:  Warsteiner 0,3: 1,80 (vor 19 Uhr: 1,70) </span><p> Unser Unipub, direkt unter der Mensa. Leckere Pommes, preiswertes Bier, langsame Bedienung. Leider schließt der Unipub schon um Mitternacht, und am Wochenende ist er auch nicht geöffnet. </p>	./img/marker-gold.png	24,24	0,-24
51.706875 	 8.770994 	 Fachschaft Mathe/Info 	 <span>Special:  Detmolder 0,33: 0,50 - unrockbar! </span><p> In unserem Fachschaftsraum (E1.311) gibt es auch eine reichhaltige Getränkeauswahl für alle Aktiven und hin und wieder wird auch mal etwas zu Essen zubereitet. Auf jeden Fall ist es hier am günstigsten und es läuft mit Abstand die beste Musik. </p>	./img/marker-gold.png	24,24	0,-24
51.716873 	 8.756812 	 Casa Nova 	 <span>Special:  Bitburger 0,2: 1,50 </span><p> Geile Lederpolster. Mehr Wohnzimmer als Kneipe. Aber eine der besten heißen Schokoladen in Paderborn. </p>	./img/marker-gold.png	24,24	0,-24
51.71653 	 8.755921 	 Kampus 	 <span>Special:  Glenfiddich: 2,60 </span><p> Etwas gehobenere Umgebung. Getränke brauchen ewig, Hitzeleuchten draußen. Stammpublikum 40++, man kann auch lecker was essen. </p>	./img/marker-gold.png	24,24	0,-24
51.716496 	 8.755663 	 Curry Company 	 <span>Special:  Currywurst mit 1 Glas Sekt: 8,50; Bit 0,3: 2,10 </span><p> Wer mal schnell ne Wurst essen will und was außergewöhnliches zum Drüberstreuen sucht, ist hier genau richtig. Der Senf, mittelscharf, ist umsonst. </p>	./img/marker-gold.png	24,24	0,-24
51.716404 	 8.755363 	 Hemingway s 	 <span>Special:  Krombacher 0,3: 2,10 </span><p> Paderborns erste "reine" Cocktailbar. </p>	./img/marker-gold.png	24,24	0,-24
51.716998 	 8.753753 	 Cafe & Bar Celona 	 <span>Special:  Glenmorangie 10 yrs (4cl) 6,05; Krombacher 0,3: 2,25 </span><p> Das Celona versucht, allen möglichen Stilen gerecht zu werden, auch wenn das im Einzelnen weniger klappt. Sieht leider von außen besser aus als von innen. Bonuspunkte gibts für das billige Wortspiel im Namen und die topologisch interessante Eiskarte. Coolster Kellner lässt sich aus der Ruhe bringen, wenn die ganze Runde alkoholfreies Bier bestellt. Idee: Korn drin versenken. </p>	./img/marker-gold.png	24,24	0,-24
51.717278 	 8.753947 	 Ratskeller 	 <span>Special:  Paderborner 0,3: 2,20 </span><p> Gutbürgerliches Essen, im Sommer Biergarten direkt vorm Rathaus. </p>	./img/marker-gold.png	24,24	0,-24
51.716393 	 8.752413 	 La Maisson 	 <span>Special:  Krombacher 0,25: 2,00 </span><p> Eignet sich eher für ein Date oder zum Cafe-Besuch. Zumindest schauen alle sehr pikiert, wenn man nach einigen Tequilas den Kellner mit Zitronenscheiben bewirft... Modern gestaltetes, aber gemütliches Cafe mit phantastischen Schokoladen-SoufflÃ©. Sonntags Langschläferfrühstück bis 14 Uhr. </p>	./img/marker-gold.png	24,24	0,-24
51.715836 	 8.752112 	 Weekend 	 <span>Special:  Becks/Diebels 0,3: 2,20 </span><p> Tolle Cocktails, trotzdem bezahlbare Preise. Tagsüber locken Pancakes. </p>	./img/marker-gold.png	24,24	0,-24
51.714558 	 8.751618 	 Capitol 	 <span>Special:   </span><p> Discothek - an einigen Tagen spielen aber teilweise recht gute Bands und es gibt kulturelle Veranstaltungen. </p>	./img/marker-gold.png	24,24	0,-24
51.716248 	 8.749129 	 Sagebuiken 	 <span>Special:  Detmolder 0,25: 1,80 </span><p> Urig gemütlich. An Kurzen gibt s hier alles, was der Leber einen Schrecken einjagd. </p>	./img/marker-gold.png	24,24	0,-24
51.716339 	 8.749408 	 Zeitgeist 	 <span>Special:  Warsteiner 0,2: 1,40 </span><p> Eine reichhaltige Auswahl von Hochprozentigem und bestellungsminimierenden Angeboten wie dem Meter Bier lassen das Herz eines jeden Hobbyalkoholikers höher schlagen, vorausgesetzt, man kann die Teenies ignorieren. Besonderheiten: 1m Schussgetränke: 25,00, Pils/Kölsch/Alt Tower 20,00, Freitag Tequilla 1,20, Mittwochs Weizen 2,30 </p>	./img/marker-gold.png	24,24	0,-24
51.71735 	 8.75134 	 Residenz 	 <span>Special:   </span><p> Discothek für alle, die sich cool fühlen. </p>	./img/marker-gold.png	24,24	0,-24
51.705677 	 8.758957 	 Kachelöfchen 	 <span>Special:  Krombacher/Veltins 0,25: 1,50 </span><p> 12 wechselnde Biersorten, vergleichbares Essen wie im 11. Gebot. Beim Reinkommen solltet ihr die Biersorten der Woche auf den Schiefertafeln nachschauen. </p>	./img/marker-gold.png	24,24	0,-24
51.717283 	 8.748113 	 Sketch 	 <span>Special:  Duckstein 0.2 2.50€ </span><p> Retro 70er Cocktail-Bar, coole Eier-Sessel. Im Sommer chillige Sofaecke auf dem Balkon, mit Blick auf urbane Wellblechverkleidungen.  </p>	./img/marker-gold.png	24,24	0,-24
51.71743 	 8.758463 	 Tuba 	 <span>Special:  DAB 0,3: 2,10 </span><p> Wenn ihr auf Lifestyle a la Gute Zeiten, schlechte Zeiten steht und euch selbst gerne ins Schaufenster setzt, seid ihr hier richtig. Flips für lau, Raucherkneipe. Im Herbst gibt's hier Federweißen. </p>	./img/marker-gold.png	24,24	0,-24
51.706875 	 8.770994 	 Fachschaft Mathe/Info 	 <span>Special:  Detmolder 0,33: 0,50 - unrockbar! </span><p> In unserem Fachschaftsraum (E1.311) gibt es auch eine reichhaltige Getränkeauswahl für alle Aktiven und hin und wieder wird auch mal etwas zu Essen zubereitet. Auf jeden Fall ist es hier am günstigsten und es läuft mit Abstand die beste Musik. </p>	./img/marker-gold.png	24,24	0,-24
51.71743 	 8.758463 	 Tuba 	 <span>Special:  DAB 0,3: 2,00 </span><p> Wenn ihr auf Lifestyle a la Gute Zeiten, schlechte Zeiten steht und euch selbst gerne ins Schaufenster setzt, seid ihr hier richtig. Flips für lau, Bedienzeit lau. </p>	./img/marker-gold.png	24,24	0,-24
51.716826 	 8.759461 	 Ausspann 	 <span>Special:  Warsteiner 0,3: 1,30 </span><p> Gemütliche Kneipe. Besonderheiten: Schnittchen mit Leberwurst, Blutwurst und Sülze, Schlachteplatte. </p>	./img/marker-gold.png	24,24	0,-24
51.716081 	 8.757981 	 Auld Triangle 	 <span>Special:  Guinness 0,4: 3,70; Karlsberg 0,20: 1,90; Cider 0,4: 3,70 </span><p> Das größte Paderborner Pub ist wegen der Karaoke-Show am Dienstag Abend berühmt. Aber auch sonst gibt es dort regelmäßig Live-Programm. Für Hobby-Historiker gibt's hier 'ne Stadtmauer. </p>	./img/marker-gold.png	24,24	0,-24
51.717045 	 8.757959 	 Uhlenspiegel 	 <span>Special:  Glenfiddich: 3,10; Krombacher 0,2: 1,40 </span><p> Urige Kneipe mit Standuhr und allerlei Snacks wie Tortillas auf der Karte. Versucht den Sofatisch rechts zu bekommen! Wirt sieht aus wie Chuck Norris. </p>	./img/marker-gold.png	24,24	0,-24
51.716925 	 8.757541 	 Alex 	 <span>Special:  Detmolder 0,3: 2,20 </span><p> McDonalds als Kneipe/Gaststätte. Von den Eigenschaften in etwa wie bei der Tuba. </p>	./img/marker-gold.png	24,24	0,-24
51.716969 	 8.757234 	 Feuerstein 	 <span>Special:  Becks 0,3: 2,00 </span><p> Allzweck-Restaurant-Kneipe. Ziemlich groß, daher manchmal lange Wartezeiten. Eignet sich gut als Warteschleife vorm Kinoplex. Hier gibt's American Burger wie man sie aus den USA kennt. </p>	./img/marker-gold.png	24,24	0,-24
51.717663 	 8.751435 	 Limerick's 	 <span>Special:  Guinness 0,5: 3,70; Cider 0,5: 3,90 </span><p> Irischer, gemütlicher, versiffter, kleiner, herzallerliebster Pub mit Dartbrettern, in dem selbst Samstag morgens um sechs meistens noch was los ist. Dartpfeile nicht vergessen! Raucherclub. </p>	./img/marker-gold.png	24,24	0,-24
51.717815 	 8.750137 	 Fat Louis 	 <span>Special:  Wiskey: 2,00; Krombacher 0,2: 1,30 </span><p> Leckere Hamburger, Kegelbahnanbindung, Open Stage und Route 66 feeling. </p>	./img/marker-gold.png	24,24	0,-24
51.718082 	 8.749183 	 Sappho 	 <span>Special:  Beck s 0,33: 2,20 </span><p> Eine der bekanntesten Partylocations Paderborns. Im oberen Bereich kann man entspannt bei einem Beck's Billard und Kicker spielen, die Discothek im unteren Bereich kostet 2,50 Euro Eintritt und ist besonders freitags und samstags nach Mitternacht ein alternativer und rockiger Ohrenschmaus. In letzer Zeit ist Freitags auch oft Indie zu finden. Donnerstags Eintritt frei. </p>	./img/marker-gold.png	24,24	0,-24
51.717178 	 8.747821 	 Savois 	 <span>Special:  Iserlohner 0,3: 1,80 </span><p> Hier kann man im Gespräch mit den anderen Gästen sein Englisch trainieren. Sehr cool: Das nebenliegende "Athens by Night" - leckere Pizza und lange Öffnungszeiten (auch in der Woche bis 5 Uhr). </p>	./img/marker-gold.png	24,24	0,-24
51.72041 	 8.750706 	 Chamäleon 	 <span>Special:  Bit 0,3: 2,00 </span><p> Etwas dunkel, lange Theke aber mit Gesellschaftsspielen. </p>	./img/marker-gold.png	24,24	0,-24
51.72035 	 8.750969 	 Deutsches Haus 	 <span>Special:  Warsteiner 0,3: 2,10 </span><p> Wie's der Name erwarten lässt: dunkles Fachwerk trifft weiße Kellnerschürzen. Hier wird man wohl auch gegen Mitternacht noch ein Kotelett serviert bekommen. </p>	./img/marker-gold.png	24,24	0,-24
51.714598 	 8.752031 	 Capitol Musik Bistro 	 <span>Special:  Beck's 0,3 Fl.: 2,50 </span><p> Riecht noch frisch gestrichen. Recht chillic eingerichtet, Soul-Train Musik läuft über riesen Plasmaschirme, unterbrochen von Werbung. Pluspunkt: mit einer 15 EUR Rechnungs geht's kostenlos ins Capitol. Di-So von 18-21 Uhr gibt's alle Cocktails für 4,50, jedoch ist die Karte recht kurz. </p>	./img/marker-gold.png	24,24	0,-24
51.71752 	 8.751584 	 Mary's Fine Spirits and Coffee 	 <span>Special:  Warsteiner 0,25: 2,10 </span><p> Unfassbar wie wir diese Bar 6 Jahre übersehen konnten. Direkt neben dem Resi (aber nicht damit zu verwechseln) gibt's hier die besten Cocktails in Paderborn. Gigantische Auswahl von 71 Cocktails auf der Karte. Nicht ganz günstig, aber schmeckten tut's geil. Stylisch eingerichtet. Kostenlose Erdnüsse in hygienisch vorbildlichen Vasen. </p>	./img/marker-gold.png	24,24	0,-24
51.71809 	 8.748704 	 Königseck 	 <span>Special:  Man nennt ihn 1 EUR Siggi: Alles 1,00 außer 0,5 Weizen </span><p> Nicht nur die Preise sind ein Schlager. Unterschied zum Königskeller sind vorhandene Fenster. </p>	./img/marker-gold.png	24,24	0,-24
8.748704 	 51.71809 	 Königseck 	 <span>Special:   </span><p> Nicht nur die Preise sind ein Schlager. </p>	./img/marker-gold.png	24,24	0,-24
51.718075 	 8.748849 	 Königskeller 	 <span>Special:  Veltins 0,20: 1,30 </span><p> Quasi Königseck, nur ohne Fenster. Fragt den Wirt nach der Hausmarke, der ist übrigens ein Veteran der Paderborner Hochschulpolitik und hat ein paar lustige Geschichten im Nähkästchen. </p>	./img/marker-gold.png	24,24	0,-24
51.720867 	 8.759393 	 Zum Ölberg 	 <span>Special:   </span><p> Mitwochs Weizen 0,5 für 2,40 €, Donnerstag 2 Cocktails für 1 ab 19 Uhr </p>	./img/marker-gold.png	24,24	0,-24
